ID,URL,TIME,SIZE
1,/segment_1080p_1.m4s,1638767920891,1250617
2,/segment_1080p_2.m4s,1638767923545,771426
3,/segment_1080p_3.m4s,1638767925673,853304
4,/segment_1080p_4.m4s,1638767927689,1300906
5,/segment_1080p_5.m4s,1638767930478,868728
7,/segment_1080p_7.m4s,1638767937304,1229601
9,/segment_1080p_9.m4s,1638767945381,845341
11,/segment_360p_11.m4s,1638767960536,309272
12,/segment_720p_12.m4s,1638767961595,1323429
15,/segment_720p_15.m4s,1638767972769,979197
16,/segment_1080p_16.m4s,1638767983337,863912
18,/segment_144p_18.m4s,1638767990979,29150
18,/segment_720p_18.m4s,1638767991602,770666
21,/segment_720p_21.m4s,1638768000593,892770
24,/segment_720p_24.m4s,1638768010519,1189016
24,/segment_1080p_24.m4s,1638768016519,1578519
25,/segment_144p_25.m4s,1638768021559,33443
27,/segment_720p_27.m4s,1638768026911,1152376
30,/segment_720p_30.m4s,1638768039815,1309569
33,/segment_360p_33.m4s,1638768055526,297474
36,/segment_360p_36.m4s,1638768059465,198909
39,/segment_360p_39.m4s,1638768070613,151317
38,/segment_1080p_38.m4s,1638768078831,556124
41,/segment_1080p_41.m4s,1638768085605,216305
44,/segment_1080p_44.m4s,1638768094798,970672
47,/segment_1080p_47.m4s,1638768104441,1436136
49,/segment_720p_49.m4s,1638768121114,1014447
52,/segment_720p_52.m4s,1638768129705,631876
55,/segment_720p_55.m4s,1638768137079,494355
56,/segment_360p_56.m4s,1638768139910,142987
59,/segment_360p_59.m4s,1638768151506,32337